左云京能内蒙古乌兰察布凉城49.5兆瓦风电项目,风电,2016/4/8,2016,49.5,112.5166667,40.51666667,并网,内蒙古自治区,乌兰察布市,凉城县,岱海镇,左云京能内蒙古乌兰察布凉城49.5兆瓦风电项目,陆上集中式,已并网,内蒙古自治区,乌兰察布市,凉城县,左云京能风力发电有限责任公司,京能,2014-09-09,2016-03-01,2016-02-28,2016-04-08,2016,49.5,风电
左权县芹泉风电项目,风电,,,100,112.7662862,37.66633605,核准,山西省,晋中市,榆次区,郭家堡乡,左权县芹泉风电项目,陆上集中式,在建,山西省,晋中市,左权县,太原重工股份有限公司,其它投资企业,2018-12-28,2020-03-27,,,,,风电
遵义县仙人山风电场项目,风电,2015/10/26,2015,49.3,106.8826041,27.58963511,并网,贵州省,遵义市,播州区,桂花桥街道,遵义县仙人山风电场项目,陆上集中式,已并网,贵州省,遵义市,遵义县,贵州粤电遵义风能有限公司,粤电集团,2014-03-12,2014-11-01,2015-10-25,2015-10-27,2015,49.3,风电
遵义洪关太阳坪风电场项目,风电,2015/12/21,2015,48,106.8724241,27.65373458,并网,贵州省,遵义市,红花岗区,忠庄街道,遵义洪关太阳坪风电场项目,陆上集中式,已并网,贵州省,遵义市,遵义县,遵义桂冠风力发电有限公司,大唐,2012-12-24,2015-04-01,2015-12-08,2015-12-23,2015,48,风电
邹城赛维太阳能生态园发展有限公司晋中市左权县邹城赛维左权县光伏发电项目5万kw光伏电站,光伏,,,50,113.385452,37.088555,核准,山西省,晋中市,左权县,辽阳镇,邹城赛维太阳能生态园发展有限公司晋中市左权县邹城赛维左权县光伏发电项目5万KW光伏电站,光伏电站,核准未开工,山西省,晋中市,左权县,邹城赛维太阳能生态园发展有限公司,邹城赛维太阳能生态园发展有限公司,2019-10-30,,,,,,光伏
资源金紫山风电场工程项目,风电,2011/9/22,2011,49.5,110.5727407,25.82709137,并网,广西壮族自治区,济宁市,邹城市,大束镇,资源金紫山风电场工程项目,陆上集中式,已并网,广西壮族自治区,桂林市,资源县,中电投广西金紫山风电有限公司,中电投,2008-12-16,2011-08-01,2010-08-13,2011-09-22,2010,49.5,风电
资源金紫山风电场工程项目,风电,2011/9/22,2011,49.5,110.5727407,25.82709137,并网,广西壮族自治区,济宁市,邹城市,大束镇,资源金紫山风电场二期工程项目,陆上集中式,已并网,广西壮族自治区,桂林市,资源县,中电投广西金紫山风电有限公司,中电投,2011-05-30,2012-12-01,2012-08-06,2012-10-01,2012,49.5,风电
资源金紫山风电场二期工程项目,风电,2012/8/6,2012,49.5,110.6010177,25.81583453,并网,广西壮族自治区,克孜勒苏柯尔克孜自治州,乌恰县,黑孜苇乡,资源金紫山风电场工程项目,陆上集中式,已并网,广西壮族自治区,桂林市,资源县,中电投广西金紫山风电有限公司,中电投,2008-12-16,2011-08-01,2010-08-13,2011-09-22,2010,49.5,风电
资源金紫山风电场二期工程项目,风电,2012/8/6,2012,49.5,110.6010177,25.81583453,并网,广西壮族自治区,克孜勒苏柯尔克孜自治州,乌恰县,黑孜苇乡,资源金紫山风电场二期工程项目,陆上集中式,已并网,广西壮族自治区,桂林市,资源县,中电投广西金紫山风电有限公司,中电投,2011-05-30,2012-12-01,2012-08-06,2012-10-01,2012,49.5,风电
紫峙县砂河镇风电项目,风电,,,100,112.7211217,38.41882375,规划,山西省,忻州市,忻府区,新建路街道,繁峙县砂河镇风电项目,陆上集中式,在建,山西省,忻州市,繁峙县,繁峙县能裕风力发电有限公司,,2018-12-27,2020-04-02,,,,,风电
紫金广发公司河源市紫金县广州发展紫金好义40MW农业光伏项目4万kW光伏电站,光伏,,,40,115.190448,23.64143,核准,广东省,河源市,紫金县,紫城镇,紫金广发公司河源市紫金县广州发展紫金好义40MW农业光伏项目4万KW光伏电站,光伏电站,在建,广东省,河源市,紫金县,紫金广发农业光伏有限公司,广州发展集团股份有限公司,2017-09-11,2019-10-01,,,,,光伏
子洲县枝银农业科技有限公司19.8MW光伏电站项目,光伏,,,19.8,110.1422222,37.36666667,核准,陕西省,榆林市,清涧县,石咀驿镇,子洲县枝银农业科技有限公司19.8MW光伏电站项目,光伏电站,在建,陕西省,榆林市,子洲县,子洲县枝银农业科技有限公司,其它投资企业,2018-01-08,2019-04-01,,,,19.8,光伏
资兴八面山风电场,风电,2019/7/19,2019,50,113.2406477,25.89433678,并网,湖南省,淄博市,淄川区,双杨镇,资兴八面山风电场,陆上集中式,已并网,湖南省,郴州市,资兴市,湖南资兴八面山风电有限公司,其它投资企业,2015-12-24,2017-05-01,2017-08-30,2019-10-23,2017,50,风电
卓干山风电场,风电,2015/7/25,2015,36,102.5388659,25.64275252,并网,云南省,淄博市,桓台县,唐山镇,卓干山风电场,陆上集中式,已并网,云南省,昆明市,禄劝彝族苗族自治县,国电电力云南禄劝风电开发有限公司,国电电力,2014-05-04,2014-11-01,2015-06-01,2015-07-25,2015,36,风电
淄博汇祥新能源有限公司高青“渔光结合”30兆瓦光伏发电项目,光伏,,,30,117.833394,37.177269,核准,山东省,淄博市,高青县,田镇街道,淄博汇祥新能源有限公司高青“渔光结合”30兆瓦光伏发电项目,光伏电站,在建,山东省,淄博市,高青县,淄博汇祥新能源有限公司,淄博汇祥新能源有限公司,2015-06-01,2019-10-01,,,,,光伏
淄博汇祥新能源有限公司高青“渔光结合”30兆瓦光伏发电项目,光伏,,,30,117.833394,37.177269,核准,山东省,淄博市,高青县,田镇街道,淄博汇祥新能源有限公司高青“渔光结合”30兆瓦光伏发电项目,其他,已并网,山东省,淄博市,高青县,淄博汇祥新能源有限公司,,,,2019-12-31,,2019,30,光伏
淄博昌盛日电太阳能科技有限公司高青县唐坊镇一期20MW光伏渔业科技大棚电站项目,光伏,,,20,117.55,37.06666667,核准,山东省,滨州市,邹平市,台子镇,淄博昌盛日电太阳能科技有限公司高青县唐坊镇一期20MW光伏渔业科技大棚电站项目,光伏电站,核准未开工,山东省,淄博市,高青县,淄博昌盛日电太阳能科技有限公司,,2015-11-09,,,,,,光伏
淄博奥阳20MW荒山光伏发电站项目,光伏,,,20,117.9636299,36.73655299,核准,山东省,淄博市,淄川区,双杨镇,淄博奥阳20MW荒山光伏发电站项目,光伏电站,核准未开工,山东省,淄博市,淄川区,淄博奥阳光伏发电有限公司,,2015-11-12,,,,,,光伏
资源县马家风电场工程,风电,,,80,110.55,26.08333333,核准,广西壮族自治区,桂林市,资源县,车田苗族乡,资源县马家风电场工程,陆上集中式,核准未开工,广西壮族自治区,桂林市,资源县,中电投广西金紫山风电有限公司,中电投,2018-04-03,,,,,,风电
资源马家风电场工程,风电,,,80,110.5943742,25.84121072,核准,广西壮族自治区,桂林市,资源县,中峰镇,资源县马家风电场工程,陆上集中式,核准未开工,广西壮族自治区,桂林市,资源县,中电投广西金紫山风电有限公司,中电投,2018-04-03,,,,,,风电
庄子风电场工程项目,风电,2012/2/10,2012,49.5,120.82,37.31,并网,山东省,桂林市,兴安县,华江瑶族乡,庄子风电场工程项目,陆上集中式,已并网,山东省,烟台市,栖霞市,烟台润丰新能源发展有限公司,其它投资企业,2011-01-28,2011-12-01,2010-11-02,2012-02-11,2010,49.5,风电
株洲凤凰山风电场项目,风电,2015/2/1,2015,38,113.13,27.13,并网,湖南省,郴州市,苏仙区,飞天山镇,株洲凤凰山风电场项目,陆上集中式,已并网,湖南省,株洲市,株洲县,中电建株洲凤凰山风力发电有限责任公司,,2013-12-27,2015-02-01,2013-05-22,2015-02-01,2013,38,风电
卓资中电新能源平顶山100.5MWp光伏与设施农业结合发电项目,光伏,,,100.5,112.2166667,40.98333333,核准,内蒙古自治区,乌兰察布市,卓资县,旗下营镇,卓资中电新能源平顶山100.5MWP光伏与设施农业结合发电项目,光伏电站,核准未开工,内蒙古自治区,乌兰察布市,卓资县,卓资中电新能源电力有限公司,,2014-06-11,,,,,,光伏
珠雉风电场,风电,2019/10/25,2019,48,104.8818807,27.22346911,并网,贵州省,昆明市,禄劝彝族苗族自治县,茂山镇,珠雉风电场,陆上集中式,已并网,贵州省,毕节地区,赫章县,华能赫章风力发电有限公司,华能新能源,2014-12-22,2019-01-01,2019-10-25,2019-11-02,2019,48,风电
珠海万山海岛新能源微电网示范项目,风电,2013/9/25,2013,5.25,113.8333333,22.13333333,并网,广东省,张家口市,涿鹿县,张家堡镇,珠海万山海岛新能源微电网示范项目,陆上分散式,已并网,广东省,珠海市,市辖区,南方海上风电联合开发有限公司,南方电网,2013-03-07,2013-04-01,2015-03-19,2013-09-25,2015,5.25,风电
涿鹿瑞能风电场项目,风电,,,100,115.1289,40.049,核准,河北省,张家口市,涿鹿县,大堡镇,涿鹿瑞能风电场项目,陆上集中式,核准未开工,河北省,张家口市,涿鹿县,涿鹿瑞能风电有限公司,其它投资企业,,,,,,,风电
准东新能源基地阿勒泰片区青河大红山第一风电场15万千瓦风电项目,风电,,,150,90.01666667,45,核准,新疆维吾尔自治区,昌吉回族自治州,奇台县,将军戈壁,准东新能源基地阿勒泰片区青河大红山第二风电场10万千瓦风电项目,陆上集中式,在建,新疆维吾尔自治区,阿勒泰地区,青河县,青河县华风发电有限公司,特变电工,,,,,,,风电
准东新能源基地阿勒泰片区青河大红山第一风电场15万千瓦风电项目,风电,,,150,90.01666667,45,核准,新疆维吾尔自治区,昌吉回族自治州,奇台县,将军戈壁,准东新能源基地阿勒泰片区青河大红山第一风电场15万千瓦风电项目,陆上集中式,核准未开工,新疆维吾尔自治区,阿勒泰地区,青河县,青河县华风发电有限公司,特变电工,2018-12-20,,,,,,风电
准东新能源基地阿勒泰地区布尔津县15万千瓦风电项目,风电,,,150,86.58333333,47.76666667,核准,新疆维吾尔自治区,阿勒泰地区,布尔津县,也格孜托别乡,准东新能源基地阿勒泰地区布尔津县15万千瓦风电项目,陆上集中式,在建,新疆维吾尔自治区,阿勒泰地区,布尔津县,布尔津县晶能风力发电有限责任公司,特变电工,2018-12-20,2020-04-01,,,,,风电
珠海市横琴岛风电场工程,风电,2008/1/1,2008,15.75,113.519,22.10755,并网,广东省,,天门市,九真镇,珠海市横琴岛风电场工程,陆上集中式,已并网,广东省,珠海市,香洲区,珠海国华汇达丰风能开发有限公司,其它投资企业,2007-01-05,,2008-01-01,,2008,15.75,风电
珠海市高栏岛风电场工程,风电,2011/6/12,2011,49.5,113.3635316,22.10800741,并网,广东省,张家口市,张北县,小二台镇,珠海高栏岛风电场工程,,核准未开工,广东省,珠海市,香洲区,珠海富华风能开发有限公司,其它投资企业,2008-12-30,,,,,,风电
珠海市高栏岛风电场工程,风电,2011/6/12,2011,49.5,113.3635316,22.10800741,并网,广东省,张家口市,张北县,小二台镇,珠海市高栏岛风电场工程,陆上集中式,已并网,广东省,珠海市,金湾区,珠海港昇新能源股份有限公司,其它投资企业,2008-12-30,2011-12-01,2011-06-11,,2011,49.5,风电
珠海桂山海上风电场示范项目一期,风电,2018/4/10,2018,120,113.5388,21.919,并网,,张家口市,崇礼区,石嘴子乡,珠海桂山海上风电场示范项目,海上风电,已并网,广东省,珠海市,市辖区,南方海上风电联合开发有限公司,南方电网,2016-06-27,2016-09-08,2018-03-14,2018-12-30,2018,120,风电
珠海桂山海上风电场示范项目一期,风电,2018/4/10,2018,120,113.5388,21.919,并网,,张家口市,崇礼区,石嘴子乡,珠海桂山海上风电场示范项目一期,海上风电,已并网,广东省,珠海市万山区,,南方海上风电联合开发有限公司,南方海上风电联合开发有限公司,2016-06-27,2016-01-09,2018-08-13,,2018,93,风电
珠海桂山海上风电场示范项目一期,风电,2018/4/10,2018,120,113.5388,21.919,并网,,张家口市,崇礼区,石嘴子乡,珠海桂山海上风电场示范项目二期,海上风电,核准未建　,广东省,珠海市,万山区,南方海上风电联合开发有限公司,南方海上风电联合开发有限公司,2018-11-30,2019-01-02,2021-05-30,,2021,,风电
珠海桂山海上风电场示范项目一期,风电,2018/4/10,2018,120,113.5388,21.919,并网,,张家口市,崇礼区,石嘴子乡,珠海桂山海上风电场示范项目一期,海上风电,已并网,广东省,珠海市,万山区,南方海上风电联合开发有限公司,南方海上风电联合开发有限公司,2016-06-27,2016-01-09,2018-08-13,,2018,93,风电,2018
珠海高栏岛风电场工程,风电,2011/7/25,2011,49.5,113.269,21.929,并网,广东省,烟台市,栖霞市,庄园街道,珠海高栏岛风电场工程,,核准未开工,广东省,珠海市,香洲区,珠海富华风能开发有限公司,其它投资企业,2008-12-30,,,,,,风电
珠海高栏岛风电场工程,风电,2011/7/25,2011,49.5,113.269,21.929,并网,广东省,烟台市,栖霞市,庄园街道,珠海市高栏岛风电场工程,陆上集中式,已并网,广东省,珠海市,金湾区,珠海港昇新能源股份有限公司,其它投资企业,2008-12-30,2011-12-01,2011-06-11,,2011,49.5,风电
庄浪县万泉农业光伏发电项目,光伏,2017/6/30,2017,15,105.8666667,35.1,核准,甘肃省,平凉市,庄浪县,万泉镇,庄浪县万泉农业光伏发电项目,光伏电站,核准未开工,甘肃省,平凉市,庄浪县,庄浪光原光伏发电有限公司,协鑫,2015-09-18,,,,,,光伏
周湾二期风电场,风电,2017/11/30,2017,50.6,108.2272111,37.00482145,并网,陕西省,珠海市,香洲区,桂山镇,周湾二期风电场,,核准未开工,陕西省,延安市,吴旗县,国电龙源吴起新能源有限公司,国电集团,2014-11-14,,,,,,风电
舟山市嵊泗东绿华风电场,风电,2015/9/2,2015,19.5,122.6333,30.8167,并网,浙江省,珠海市,香洲区,横琴镇,舟山市嵊泗东绿华风电场,陆上集中式,已并网,浙江省,舟山市,嵊泗县,浙江丰源发电有限公司,其它投资企业,2013-12-31,2015-03-01,2015-08-28,2015-09-02,2015,19.5,风电
舟山金塘风电场一期工程项目,风电,2015/10/24,2015,25.5,121.86,30.4833,并网,浙江省,珠海市,金湾区,三灶镇,舟山金塘风电场一期工程项目,陆上集中式,已并网,浙江省,舟山市,定海区,浙江龙源风力发电有限公司金塘分公司,国电龙源,2011-11-07,2015-01-01,2014-07-10,2013-03-31,2014,25.5,风电
舟山定海长白风电场,风电,2011/8/5,2011,12,122.035,30.179,并网,浙江省,,,,舟山定海长白风电场,陆上集中式,已并网,浙江省,舟山市,定海区,舟山华电风力发电有限公司,华电新能源,2009-10-29,2011-08-01,2011-08-05,2011-08-05,2011,12,风电
珠海桂山海上风电场示范项目二期,风电,,,78,113.75,21.43,核准,,,,,珠海桂山海上风电场示范项目二期工程,海上风电,核准未开工,广东省,珠海市,市辖区,南方海上风电联合开发有限公司,南方电网,2018-11-30,,,,,,风电
珠海桂山海上风电场示范项目二期,风电,,,78,113.75,21.43,核准,,,,,珠海桂山海上风电场示范项目,海上风电,已并网,广东省,珠海市,市辖区,南方海上风电联合开发有限公司,南方电网,2016-06-27,2016-09-08,2018-03-14,2018-12-30,2018,120,风电
珠海桂山海上风电场示范项目二期,风电,,,78,113.75,21.43,核准,,,,,珠海桂山海上风电场示范项目一期,海上风电,已并网,广东省,珠海市万山区,,南方海上风电联合开发有限公司,南方海上风电联合开发有限公司,2016-06-27,2016-01-09,2018-08-13,,2018,93,风电
珠海桂山海上风电场示范项目二期,风电,,,78,113.75,21.43,核准,,,,,珠海桂山海上风电场示范项目二期,海上风电,核准未建　,广东省,珠海市,万山区,南方海上风电联合开发有限公司,南方海上风电联合开发有限公司,2018-11-30,2019-01-02,2021-05-30,,2021,,风电
珠海桂山海上风电场示范项目二期,风电,,,78,113.75,21.43,核准,,,,,珠海桂山海上风电场示范项目一期,海上风电,已并网,广东省,珠海市,万山区,南方海上风电联合开发有限公司,南方海上风电联合开发有限公司,2016-06-27,2016-01-09,2018-08-13,,2018,93,风电,2018
舟山岑港风电场项目,风电,2011/6/30,2011,45,122.0167,30.0333,并网,浙江省,珠海市,金湾区,南水镇,舟山岑港风电场项目,陆上集中式,已并网,浙江省,舟山市,定海区,浙江舟山岑港风力发电有限公司,国电龙源,2009-04-10,2010-03-16,2011-06-30,2011-07-12,2011,45,风电
重庆市武隆区大梁子风力发电项目,风电,2019/4/30,2019,49.5,107.3494453,29.34461654,并网,重庆市,赤峰市,克什克腾旗,达日罕乌拉苏木,重庆市武隆区大梁子风力发电项目,陆上集中式,已并网,重庆市,重庆辖县,武隆县,重庆市武隆区大梁子风力发电有限公司,三峡集团,2015-07-28,2017-01-01,2019-04-04,,2019,44,风电
重庆涪陵金子山风电场,风电,2017/2/28,2017,42,107.3738969,29.66709102,并网,重庆市,赤峰市,克什克腾旗,达日罕乌拉苏木,重庆涪陵金子山风电场工程,陆上集中式,核准未开工,重庆市,重庆辖区,涪陵区,培训班,,,,,,,,风电
钟山花山风电场工程,风电,2019/1/1,2019,48,110.9559708,22.42729941,并网,广东省,赤峰市,克什克腾旗,达日罕乌拉苏木,钟山花山风电场工程,,核准未开工,广西壮族自治区,贺州市,钟山县,中广核风力发电有限公司,中广核,2013-12-28,,,,,,风电
钟山东岭风电场工程,风电,2019/1/1,2019,50,110.9397343,22.34453579,并网,广东省,赤峰市,克什克腾旗,达日罕乌拉苏木,钟山东岭风电场工程,,核准未开工,广西壮族自治区,贺州市,钟山县,中广核风力发电有限公司,中广核,2013-12-27,,,,,,风电
中远溪濉溪县南沱河风电场项目,风电,2019/4/28,2019,48,116.726,33.915,并网,安徽省,合肥市,长丰县,水湖镇,中远溪濉溪县南沱河风电场项目,陆上集中式,已并网,安徽省,淮北市,濉溪县,淮北市中远溪风力发电有限公司,其它投资企业,2017-10-24,2019-06-01,2018-12-20,2019-01-01,2018,48.4,风电
中信码头分散式风电项目,风电,2019/6/10,2019,4.4,120.299,31.924,并网,江苏省,延安市,吴起县,吴仓堡镇,中信码头分散式风电项目,陆上分散式,已并网,江苏省,无锡市,江阴市,江阴泰能新能源开发有限公司,其它投资企业,2018-09-19,2019-04-01,2019-04-28,2019-04-29,2019,4.4,风电
周台子北畔风电工程项目,风电,,,100,107.6166667,37.75,核准,陕西省,榆林市,定边县,盐场堡镇,周台子北畔风电工程项目,陆上集中式,核准未开工,陕西省,榆林市,定边县,华能定边新能源发电有限公司,华能新能源,2015-12-28,,,,,,风电
中新天津生态城南部片区蓟运河口风电工程,风电,2012/4/30,2012,4.5,117.1073832,39.18604238,并网,天津市,舟山市,嵊泗县,枸杞乡,中新天津生态城南部片区蓟运河口风电工程,陆上集中式,在建,天津市,天津辖区,滨海新区,天津生态城能源投资建设有限公司,其它投资企业,2011-01-31,2011-12-01,,2011-11-26,,4.5,风电
中天万和九云岭风电场项目工程,风电,2017/7/3,2017,32,114.5174804,29.09630175,并网,江西省,舟山市,岱山县,岱西镇,中天万和九云岭风电场项目,陆上集中式,已并网,江西省,九江市,修水县,中天万和修水风力发电有限公司,其它投资企业,2015-05-13,2016-07-01,2017-06-29,2017-07-04,2017,32,风电
中天万和九云岭风电场二期项目工程,风电,2017/9/29,2017,30,114.4642201,29.09476491,并网,江西省,舟山市,定海区,小沙街道,中天万和九云岭风电场二期项目,陆上集中式,已并网,江西省,九江市,修水县,中天万和修水风力发电有限公司,其它投资企业,2016-07-25,2017-04-01,2017-09-26,2017-09-26,2017,20,风电
中水建阳江阳东农垦局鸡山风电场项目,风电,2015/12/31,2015,49.5,112.0122151,21.98630989,并网,广东省,舟山市,定海区,双桥街道,中水建阳江阳东农垦局鸡山风电场,,核准未开工,广东省,阳江市,阳东县,中国水电建设集团新能源开发有限责任公司,中国水电建设集团,2014-06-03,,,,,,风电
中水建阳江阳东农垦局鸡山风电场项目,风电,2015/12/31,2015,49.5,112.0122151,21.98630989,并网,广东省,舟山市,定海区,双桥街道,中水建阳江阳东农垦局鸡山风电场项目,陆上集中式,已并网,广东省,阳江市,阳东县,中电建（阳江）新能源开发有限公司,中国电力建设集团,2014-06-03,2015-09-01,2015-07-25,2015-12-31,2015,49.5,风电
重庆巫山县青山头风电场项目,风电,,,52.8,109.9322348,31.03456513,建设,重庆市,重庆市,巫山县,建平乡,巫山县青山头风电场项目,陆上集中式,核准未开工,重庆市,重庆辖县,巫山县,重庆市巫山县青山头新能源有限公司,三峡集团,2018-11-29,,,,,,风电
重庆万州蒲叶林风电场二期,风电,,,35.2,106.5328727,29.60314375,建设,重庆市,重庆市,渝北区,龙溪街道,重庆万州蒲叶林风电场二期,陆上集中式,在建,重庆市,重庆辖区,万州区,重庆云能发电有限公司,重庆能源投资集团,2017-12-27,2018-10-01,,,,,风电
重庆万州蒲叶林风电场二期,风电,,,35.2,106.5328727,29.60314375,建设,重庆市,重庆市,渝北区,龙溪街道,重庆万州蒲叶林风电场,陆上集中式,已并网,重庆市,重庆辖区,万州区,重庆云能发电有限公司,重庆能源投资集团,2013-07-09,2016-01-01,2016-08-08,2016-08-18,2016,49.5,风电
中水建设株洲龙亭龙凤风电场项目,风电,2014/9/15,2014,49.5,113.07,27.14,并网,湖南省,重庆市,南川区,水江镇,中水建设株洲龙亭龙凤风电场项目,陆上集中式,已并网,湖南省,株洲市,株洲县,中水电新能源株洲风力发电有限责任公司,中国水电建设集团,2012-09-04,2014-09-01,2013-05-22,2014-09-02,2013,49.5,风电
重庆市南川区山水村风电场,风电,,,90,105.1833333,28.16666667,核准,四川省,宜宾市,兴文县,大坝苗族乡,重庆市南川区山水村风电场,陆上集中式,在建,重庆市,重庆辖区,南川区,大唐丰都新能源有限公司,大唐新能源,2018-12-18,2020-04-11,,,,,风电
重庆市丰都县横梁二期风电场,风电,,,50,106.4507296,29.62063958,核准,重庆市,重庆市,沙坪坝区,石井坡街道,重庆市丰都县横梁二期风电场,陆上集中式,在建,重庆市,重庆辖县,丰都县,大唐丰都新能源有限公司,大唐新能源,2017-12-29,2020-03-20,,,,,风电
重庆涪陵梁子上风电场,风电,,,60,107.368147,29.65218388,规划,重庆市,重庆市,涪陵区,荔枝街道,重庆涪陵大梁子风电场,陆上集中式,核准未开工,重庆市,重庆辖区,涪陵区,重庆中电新能源有限公司,中电投,,,,,,,风电
中融淇县凤泉山风电场,风电,2016/12/18,2016,48,114.19,35.6,并网,河南省,重庆市,涪陵区,荔枝街道,中融淇县凤泉山风电场,,核准未开工,河南省,鹤壁市,淇县,鹤壁市中融东方新能源公司,,2013-10-29,,,,,,风电
中融淇县凤泉山风电场,风电,2016/12/18,2016,48,114.19,35.6,并网,河南省,重庆市,涪陵区,荔枝街道,中融淇县凤泉山风电场项目,陆上集中式,已并网,河南省,鹤壁市,淇县,鹤壁市中融东方新能源有限公司,深能,2013-10-28,2015-10-01,2016-12-19,,2016,48,风电
重庆丰都回山坪风电场,风电,,,80,107.8667512,29.89132507,核准,重庆市,重庆市,丰都县,兴义镇,国电重庆丰都回山坪风电场,陆上集中式,核准未开工,重庆市,重庆辖县,丰都县,国电重庆风电开发有限公司,国电集团,2015-12-29,,,,,,风电
中宁长山头风电场（宽口井）天润49.5MW风电项目,风电,2014/6/4,2014,49.5,106.2,37.1833,并网,宁夏回族自治区,茂名市,信宜市,池洞镇,中宁长山头风电场（宽口井）天润49.5MW风电项目,陆上集中式,已并网,宁夏回族自治区,中卫市,中宁县,中宁天润风电有限公司,天润,2011-06-23,2011-10-01,2014-07-02,2012-08-31,2014,49.5,风电
